gene,length,count,rate
N6AMT1,4861,1,4861
AKAP8L,4863,1,4863
ZNF326,9729,2,4864.5
AGO2,14595,3,4865
MCAM,4865,1,4865
BAG5,4867,1,4867
MACF1,24340,5,4868
MIA2,4869,1,4869
WDR31,4871,1,4871
SLC9A6,4872,1,4872
EMG1,4873,1,4873
N4BP2,9747,2,4873.5
FBF1,4874,1,4874
CMTR2,4875,1,4875
CCDC88A,9751,2,4875.5
GOLGA1,4877,1,4877
ANO1,4878,1,4878
GABRA1,4878,1,4878
FHL2,4881,1,4881
GCLM,4883,1,4883
RBFOX1,4884,1,4884
SWAP70,4884,1,4884
ACOXL,4885,1,4885
IRS1,9771,2,4885.5
PLEKHM3,9774,2,4887
PRKCI,4887,1,4887
STARD5,4887,1,4887
ZNF521,4887,1,4887
UBAP2,4888,1,4888
ADAMTS4,9777,2,4888.5
ATP8A2,9778,2,4889
TMEM8B,14670,3,4890
PLEKHD1,4891,1,4891
ZNF281,4891,1,4891
ST6GAL1,4893,1,4893
TANGO6,4893,1,4893
CXorf38,4895,1,4895
NONO,4895,1,4895
RARB,4897,1,4897
SCUBE1,9795,2,4897.5
CDKL5,14695,3,4898.333333333333
CNNM3,4900,1,4900
LHFPL4,4900,1,4900
GRIN2A,14706,3,4902
MBD1,4905,1,4905
PAQR3,9811,2,4905.5
NBN,4907,1,4907
GK5,9815,2,4907.5
SHC3,9819,2,4909.5
ZNF583,4916,1,4916
RTN3,4917,1,4917
NT5C2,4917,1,4917
FMNL1,4919,1,4919
EEA1,9839,2,4919.5
DDB1,4920,1,4920
DCTN2,4924,1,4924
ZCCHC24,4930,1,4930
GLDN,4932,1,4932
MAP3K7,4932,1,4932
ACIN1,4935,1,4935
CDKL2,4935,1,4935
CD99L2,4935,1,4935
SCN2B,4937,1,4937
TFDP2,9880,2,4940
SALL2,4942,1,4942
TBC1D14,4947,1,4947
JADE3,4947,1,4947
ZBTB7C,4949,1,4949
PPP1R26,4951,1,4951
LRCH2,4953,1,4953
PAAF1,4954,1,4954
ADCY2,9908,2,4954
RTEL1,4955,1,4955
STK38L,4957,1,4957
TRAF5,4958,1,4958
TSEN2,4963,1,4963
RAB30,9929,2,4964.5
SENP1,4967,1,4967
KLHDC2,4969,1,4969
ATCAY,4971,1,4971
PIGV,4972,1,4972
VAMP4,4977,1,4977
MPZL1,4978,1,4978
NCBP1,4983,1,4983
RABGAP1,4986,1,4986
ZNF548,4987,1,4987
RAB36,4990,1,4990
ACTN4,4990,1,4990
SYK,4990,1,4990
GFRA2,4991,1,4991
XKR8,4991,1,4991
MACROD2,4994,1,4994
SCOC,4995,1,4995
EFNB2,4995,1,4995
STEAP4,9991,2,4995.5
USP47,9994,2,4997
RIF1,15003,3,5001
UGT3A1,5002,1,5002
PARP15,5002,1,5002
RHBDL3,5003,1,5003
TLR7,5003,1,5003
DNAJC11,5004,1,5004
HEBP2,10010,2,5005
DDX19A,5007,1,5007
TTLL4,5007,1,5007
ESRRB,5009,1,5009
MYOM2,5014,1,5014
TTC5,5014,1,5014
TMEM200A,5017,1,5017
KMO,5017,1,5017
TAS2R4,5018,1,5018
ARL6IP6,10036,2,5018
MAN1A1,5018,1,5018
ZNF493,5023,1,5023
ALG10B,10050,2,5025
MDM4,10050,2,5025
VAV3,5025,1,5025
TFAM,5025,1,5025
AVPR1B,5026,1,5026
SHC4,5027,1,5027
RASGRP1,5031,1,5031
ZNF829,5032,1,5032
NUBPL,5032,1,5032
ERGIC2,5033,1,5033
ERG,5034,1,5034
LRRN2,5036,1,5036
TIMM50,5037,1,5037
WWTR1,5037,1,5037
AEN,5039,1,5039
E2F5,5042,1,5042
ST8SIA3,10087,2,5043.5
GLCE,5044,1,5044
ZDHHC18,5045,1,5045
ARGFX,5047,1,5047
VPS8,5047,1,5047
INPP4A,10096,2,5048
RIC8B,5048,1,5048
RRBP1,5049,1,5049
TNPO2,5051,1,5051
EIF2AK2,10103,2,5051.5
KRR1,10104,2,5052
CCDC39,5052,1,5052
ZNF23,5053,1,5053
CYP4F3,5053,1,5053
OR8G1,5055,1,5055
GALNT15,5057,1,5057
PPARA,10118,2,5059
LCLAT1,5060,1,5060
XKR4,20241,4,5060.25
PCDHB13,5061,1,5061
ABTB1,5061,1,5061
KCNK9,5062,1,5062
PARVG,5066,1,5066
ZBTB10,10132,2,5066
MYEF2,10137,2,5068.5
MYO1B,5069,1,5069
SLCO4C1,5069,1,5069
SLC7A14,10140,2,5070
TIAL1,5072,1,5072
VPS13A,15227,3,5075.666666666667
PHKA2,5077,1,5077
TMEM163,5078,1,5078
ZNF236,10157,2,5078.5
STAT5B,5079,1,5079
GPR85,5079,1,5079
KIAA1143,5079,1,5079
SMTN,5080,1,5080
DDR2,10160,2,5080
CYP27C1,5082,1,5082
C5orf24,5083,1,5083
NCKAP1,20332,4,5083
RBMXL1,5084,1,5084
ALDH3A2,5084,1,5084
GORAB,5085,1,5085
TMEM26,5087,1,5087
PRKAG2,5088,1,5088
SLC30A6,5089,1,5089
FUBP3,5090,1,5090
PMS2,5093,1,5093
TTC9,5094,1,5094
YAF2,5095,1,5095
WHAMM,5101,1,5101
RAP1A,5101,1,5101
EFCAB5,5103,1,5103
SLC35F1,5109,1,5109
MFSD8,5109,1,5109
HIPK2,15329,3,5109.666666666667
MEIS1,5111,1,5111
STRIP2,5116,1,5116
NDRG4,5116,1,5116
UVRAG,5117,1,5117
MANEA,5119,1,5119
RGS13,5119,1,5119
SH3RF1,5120,1,5120
CHAMP1,5122,1,5122
LRPPRC,10249,2,5124.5
LRP6,10252,2,5126
AQP6,5129,1,5129
AMIGO1,5130,1,5130
ERAP2,5131,1,5131
ALDH5A1,5131,1,5131
WDR37,5137,1,5137
BTBD3,5137,1,5137
MPP7,5138,1,5138
ELF4,5140,1,5140
BIN1,5141,1,5141
KLHL25,5143,1,5143
KDSR,5143,1,5143
PPP1R12B,15431,3,5143.666666666667
MAMLD1,5148,1,5148
LANCL3,10298,2,5149
ACTN2,10302,2,5151
PHACTR1,5152,1,5152
FAM217B,5152,1,5152
IRF1,5153,1,5153
UBE2K,5153,1,5153
SERAC1,5155,1,5155
MFAP3,5157,1,5157
PSEN2,5158,1,5158
TMEM87B,5162,1,5162
ARHGEF12,10326,2,5163
SYT13,5165,1,5165
SSR2,5166,1,5166
EBF2,5166,1,5166
NECAP1,5166,1,5166
NFASC,10336,2,5168
TRIM58,5170,1,5170
HOMER2,10341,2,5170.5
ZNF28,5171,1,5171
GALNT5,10344,2,5172
CNP,5172,1,5172
NUMB,5172,1,5172
REEP3,5172,1,5172
OCRL,5173,1,5173
HFE,5176,1,5176
ADD1,5179,1,5179
COLGALT2,5179,1,5179
PROSER1,5182,1,5182
SNRK,5188,1,5188
USP22,5189,1,5189
METTL4,5190,1,5190
DUSP19,5191,1,5191
MKRN2,5191,1,5191
TP73,5192,1,5192
NPEPPS,5195,1,5195
AQP4,5200,1,5200
ZHX1,5200,1,5200
KLF9,5201,1,5201
SNX14,10404,2,5202
KCNJ10,5205,1,5205
ZNF716,5210,1,5210
LUZP2,5212,1,5212
RNF150,10432,2,5216
VGLL3,10438,2,5219
FANCD2,5219,1,5219
PLA2G12A,5219,1,5219
GGH,5220,1,5220
SERTAD4,5222,1,5222
FASTKD5,5223,1,5223
PIP5K1C,5223,1,5223
POFUT1,5226,1,5226
MAD2L1,5227,1,5227
ZMIZ2,5228,1,5228
ZBTB46,5231,1,5231
PRPF38A,5233,1,5233
KBTBD6,5234,1,5234
ZNF385D,10478,2,5239
LAMP1,5242,1,5242
PNISR,5243,1,5243
FOXK2,5243,1,5243
SCD,5245,1,5245
RANBP10,5245,1,5245
UNKL,5250,1,5250
STOX2,10507,2,5253.5
RNF38,5254,1,5254
ZNF397,5259,1,5259
ENTPD5,5261,1,5261
HYDIN,21046,4,5261.5
ZNF776,5262,1,5262
CNR2,5265,1,5265
SPAST,5268,1,5268
CNKSR3,21078,4,5269.5
TTC8,5270,1,5270
RYK,5270,1,5270
CCDC113,5272,1,5272
EDA,5272,1,5272
CYP20A1,10552,2,5276
LIFR,10553,2,5276.5
SLFN5,10555,2,5277.5
PCDHA4,10557,2,5278.5
PTK7,5282,1,5282
ETV3,5282,1,5282
RLIM,10565,2,5282.5
CABLES1,5283,1,5283
TRIM9,5284,1,5284
ZNF260,5285,1,5285
P4HTM,5285,1,5285
DIS3,10571,2,5285.5
NR2F2,5287,1,5287
PALMD,5294,1,5294
ATL1,5298,1,5298
ABHD5,5298,1,5298
GALK2,5299,1,5299
CEPT1,5300,1,5300
DAB1,5301,1,5301
NIPAL1,5302,1,5302
AMER2,10610,2,5305
ABHD13,5313,1,5313
FGF5,5313,1,5313
PTCH1,10631,2,5315.5
DHRS2,5318,1,5318
NOL4,5319,1,5319
UPF1,5321,1,5321
PRSS23,5323,1,5323
IFT74,5325,1,5325
TPH1,5325,1,5325
OSBPL6,10652,2,5326
UCHL5,5327,1,5327
EIF4A2,5327,1,5327
ZNF566,5327,1,5327
PPRC1,5328,1,5328
SCFD1,5328,1,5328
SPOCK2,5328,1,5328
ALG12,5330,1,5330
WDR73,5331,1,5331
ZNF527,5333,1,5333
STK3,5333,1,5333
ATG7,5333,1,5333
SESTD1,10671,2,5335.5
PCYOX1,5339,1,5339
FNBP1L,5341,1,5341
CRKL,5342,1,5342
DRG2,5342,1,5342
TMEM215,5342,1,5342
SRSF1,5343,1,5343
TRIM66,10695,2,5347.5
CIITA,16061,3,5353.666666666667
BRAT1,5360,1,5360
ADH1B,5363,1,5363
MBTD1,5365,1,5365
MBD5,10732,2,5366
ARPP19,5366,1,5366
GDA,5367,1,5367
GPALPP1,5368,1,5368
SGIP1,10737,2,5368.5
FLI1,5370,1,5370
TBCE,5374,1,5374
LRP8,10750,2,5375
UBE2O,5377,1,5377
SIRPB1,5377,1,5377
ZNF662,5381,1,5381
GNPDA2,5382,1,5382
ZRSR2,5385,1,5385
PRLHR,5387,1,5387
TMEM181,5390,1,5390
KCNJ2,5391,1,5391
FAM83A,5393,1,5393
PARVB,5394,1,5394
C21orf91,5396,1,5396
PMM2,5397,1,5397
DBT,10799,2,5399.5
HSPA5,5402,1,5402
SECISBP2,5405,1,5405
SV2C,10824,2,5412
IGSF1,5413,1,5413
SP100,5414,1,5414
KLF12,10832,2,5416
COG5,5418,1,5418
RFTN2,5419,1,5419
ZNF772,5419,1,5419
COL15A1,5422,1,5422
GDPGP1,5422,1,5422
AMMECR1,5424,1,5424
BRD7,5424,1,5424
TRUB2,5426,1,5426
PTGFR,5429,1,5429
CD44,5431,1,5431
PARP4,5437,1,5437
FOXN2,5437,1,5437
MAS1,10881,2,5440.5
SIAE,5441,1,5441
ATE1,5441,1,5441
SLC41A2,5443,1,5443
IL12RB2,5443,1,5443
AGAP1,10889,2,5444.5
KCNS1,5447,1,5447
NBEAL1,16349,3,5449.666666666667
FAM149B1,5455,1,5455
MIER1,5456,1,5456
C18orf25,5456,1,5456
RPS6KL1,5456,1,5456
ARHGEF38,5457,1,5457
PXN,5457,1,5457
PGBD5,10914,2,5457
MCUR1,5460,1,5460
ZNF398,5460,1,5460
ALDH6A1,5462,1,5462
COPA,5462,1,5462
PHKB,5464,1,5464
KHDRBS3,5466,1,5466
GRB10,5468,1,5468
CWC27,10941,2,5470.5
SGK1,5474,1,5474
KLHL33,5478,1,5478
RPS6KB1,5479,1,5479
NIPAL3,5481,1,5481
TPRG1,5482,1,5482
ARHGEF5,5482,1,5482
RRH,5486,1,5486
MAPK6,5489,1,5489
PRSS53,5489,1,5489
LRWD1,5491,1,5491
SAMHD1,5492,1,5492
DPYSL3,5492,1,5492
B4GALNT3,5493,1,5493
GPR174,5494,1,5494
SLC24A2,10990,2,5495
TTC33,5497,1,5497
SEC14L1,5500,1,5500
C1orf116,5501,1,5501
GFAP,5501,1,5501
CLNK,5502,1,5502
XCR1,5504,1,5504
ZNF549,5505,1,5505
ANKRD34C,5506,1,5506
GRIN2D,5511,1,5511
CAPRIN1,5514,1,5514
TMEM236,5515,1,5515
USP3,5517,1,5517
LRP2BP,5519,1,5519
TRHDE,11047,2,5523.5
FOXJ2,5524,1,5524
GPR149,5527,1,5527
UTP14C,5529,1,5529
MANSC1,5532,1,5532
KMT2A,16600,3,5533.333333333333
DHX33,5535,1,5535
NIPSNAP3B,5547,1,5547
CCP110,5549,1,5549
TMPRSS4,5550,1,5550
ADAMTS14,5557,1,5557
NOS1AP,5559,1,5559
MRPL46,5561,1,5561
UBXN10,5562,1,5562
TBC1D10A,5562,1,5562
SBNO1,11128,2,5564
HNRNPH1,5564,1,5564
PML,5565,1,5565
FBN2,11132,2,5566
FBRSL1,5568,1,5568
MKLN1,11136,2,5568
TMEM164,5570,1,5570
PTGIS,5570,1,5570
SLC2A12,5572,1,5572
IRAK1BP1,5577,1,5577
ABL1,5578,1,5578
BMPR1B,5580,1,5580
MXD1,5580,1,5580
B4GALNT1,5580,1,5580
CENPI,5584,1,5584
PPM1F,5587,1,5587
RBFA,5590,1,5590
PAN3,5590,1,5590
TSC22D2,11182,2,5591
KLF3,5594,1,5594
KCNC2,5596,1,5596
PIK3R3,5596,1,5596
RAB6B,5596,1,5596
FOXK1,11194,2,5597
PCYT1A,5597,1,5597
GIT2,5598,1,5598
CCDC149,5604,1,5604
EFCAB12,5607,1,5607
CARD8,5610,1,5610
ZNF774,5613,1,5613
NFAM1,5613,1,5613
CHFR,11228,2,5614
ITGB1,5614,1,5614
PHF6,5616,1,5616
KLHL7,5619,1,5619
RSF1,11242,2,5621
PCBD2,5621,1,5621
PRRC2B,11253,2,5626.5
TSNAX,5629,1,5629
KLHL8,5631,1,5631
CLCN6,5631,1,5631
ISG20,5634,1,5634
ATP6V1C1,5635,1,5635
FOXRED2,5640,1,5640
FBXW7,5653,1,5653
ST8SIA2,5655,1,5655
ZBTB11,5657,1,5657
MORC2,5657,1,5657
ATOH8,5658,1,5658
CSDE1,5660,1,5660
FBXO40,5669,1,5669
WNK3,11341,2,5670.5
DDX18,5674,1,5674
RGMA,11359,2,5679.5
GALNS,5682,1,5682
ETAA1,5687,1,5687
MIEF1,5688,1,5688
NUP188,5689,1,5689
CHST9,11379,2,5689.5
COPS5,5691,1,5691
SMIM12,5694,1,5694
ZRANB1,5695,1,5695
TOP2A,5695,1,5695
PITRM1,5703,1,5703
KDM4B,5703,1,5703
KY,5704,1,5704
COL8A1,5705,1,5705
MYOM1,5707,1,5707
GALNT16,5708,1,5708
OR8A1,5709,1,5709
HOOK1,5713,1,5713
SLC29A4,5714,1,5714
WDR70,5716,1,5716
IGSF9B,17159,3,5719.666666666667
HLF,5721,1,5721
COLEC12,5724,1,5724
NDUFV3,5725,1,5725
CCDC6,5727,1,5727
TBC1D8B,5729,1,5729
UBE3B,5730,1,5730
ZNF394,5731,1,5731
TOM1L2,5735,1,5735
PAK4,5735,1,5735
CA8,5735,1,5735
GAS2L3,5736,1,5736
ASAH1,5740,1,5740
LZTS2,5741,1,5741
AP5Z1,5743,1,5743
TRIM25,5745,1,5745
PRKCE,5749,1,5749
SH3PXD2A,11501,2,5750.5
RCOR1,5751,1,5751
MYLK4,5754,1,5754
DBP,5756,1,5756
ZNF557,5759,1,5759
FAM53B,5759,1,5759
RNPEPL1,5761,1,5761
CTIF,5765,1,5765
GNAO1,5767,1,5767
MARK1,5768,1,5768
PRELP,5769,1,5769
FAM214B,5771,1,5771
TRIM11,5774,1,5774
MMP16,11551,2,5775.5
RNF216,5777,1,5777
SLC5A3,11566,2,5783
LRIG2,11566,2,5783
FTO,11573,2,5786.5
TMED5,5789,1,5789
SLC1A4,5789,1,5789
B4GALT4,5794,1,5794
CEP68,5803,1,5803
ENTPD4,5803,1,5803
NRG1,11618,2,5809
"NAA35",5813,1,5813
MON1B,5813,1,5813
GRIK4,5815,1,5815
SLC35C2,5820,1,5820
FAR1,5820,1,5820
BRIP1,11649,2,5824.5
ELL2,5826,1,5826
AEBP2,5830,1,5830
RIMKLB,5830,1,5830
NPTXR,5830,1,5830
KCND2,5830,1,5830
NDUFS1,11660,2,5830
MTA3,5832,1,5832
ZNF773,5832,1,5832
TRAF3IP2,5833,1,5833
HGF,5834,1,5834
SCN2A,11676,2,5838
METTL2B,5841,1,5841
ZFAND5,5841,1,5841
PSD3,11704,2,5852
LRRC28,5852,1,5852
DCAF17,5853,1,5853
RAD18,5857,1,5857
ARHGAP28,5858,1,5858
GPATCH2,5859,1,5859
SUPT20HL2,5860,1,5860
SLC37A4,5862,1,5862
TFG,5864,1,5864
NLGN4X,5865,1,5865
CALCOCO1,5866,1,5866
TIFAB,5867,1,5867
C11orf87,5867,1,5867
TGFB2,5868,1,5868
ITK,5869,1,5869
TCTN3,5872,1,5872
TSPYL1,5875,1,5875
HAUS3,5879,1,5879
CTNND2,5888,1,5888
STK10,5892,1,5892
ZC3H8,5892,1,5892
SLC30A1,5893,1,5893
RPAP1,5897,1,5897
KIAA1958,11795,2,5897.5
BRWD1,17728,3,5909.333333333333
EXOC6B,5910,1,5910
ZC3H11A,11825,2,5912.5
STARD13,5915,1,5915
SUCO,5916,1,5916
FLVCR1,5919,1,5919
TMEM185B,5922,1,5922
FAM120AOS,5922,1,5922
NEU3,5929,1,5929
ZFP82,5941,1,5941
SH3RF3,5948,1,5948
ARID3A,5948,1,5948
SMC5,5949,1,5949
TNKS1BP1,5952,1,5952
ZBTB4,5956,1,5956
LRRN1,5960,1,5960
CDCP1,5963,1,5963
GPR63,5967,1,5967
AK2,5970,1,5970
CLIC5,5971,1,5971
GCNT1,5972,1,5972
QRICH2,5972,1,5972
DLG1,5972,1,5972
G3BP1,11945,2,5972.5
ATP8B2,5974,1,5974
FBXO21,5976,1,5976
PRRG3,5977,1,5977
YIPF4,11955,2,5977.5
CLIP1,5978,1,5978
RASSF8,5980,1,5980
OR1I1,5984,1,5984
N4BP3,5985,1,5985
SERPINE2,5989,1,5989
FAM20B,5991,1,5991
EYA3,5999,1,5999
FERMT2,6001,1,6001
PPFIBP1,6001,1,6001
KLB,6002,1,6002
DTX4,6003,1,6003
JARID2,6003,1,6003
TRPM1,6004,1,6004
PTBP2,12014,2,6007
PLD1,6015,1,6015
NFIX,6019,1,6019
WDHD1,6019,1,6019
NCAPH,6030,1,6030
VCP,6033,1,6033
SHB,6035,1,6035
GOSR1,6039,1,6039
WNT5A,6042,1,6042
SH2B1,6043,1,6043
LRRTM3,6049,1,6049
AJAP1,12102,2,6051
NEK5,6051,1,6051
CBX6,6052,1,6052
ELAVL1,6054,1,6054
UBQLN1,6055,1,6055
SCAI,12111,2,6055.5
"NAT8L",6056,1,6056
KDM6A,12117,2,6058.5
CRIM1,6060,1,6060
SCN3B,6061,1,6061
USP36,6063,1,6063
FARP2,6065,1,6065
ZMYM3,6067,1,6067
PRTG,12142,2,6071
TRPC5,12143,2,6071.5
IFNAR1,6075,1,6075
SEMA4F,6075,1,6075
SLAIN2,6081,1,6081
ZNF629,6083,1,6083
BTRC,6084,1,6084
OR2G6,6084,1,6084
PIGT,6087,1,6087
BMP3,6087,1,6087
SLC25A3,6087,1,6087
WRAP73,6089,1,6089
CSNK1D,6094,1,6094
TMX4,6103,1,6103
ZNF445,18314,3,6104.666666666667
NUDT16,6108,1,6108
ZNF490,6108,1,6108
KIF3B,6116,1,6116
LIN54,6121,1,6121
OR4D9,6123,1,6123
DCBLD2,6128,1,6128
TTC21B,12258,2,6129
DCUN1D3,6136,1,6136
TGOLN2,6138,1,6138
TNNI1,6142,1,6142
SIRT5,6143,1,6143
HSPA12A,6144,1,6144
PTPRB,12301,2,6150.5
DDX6,6152,1,6152
ZNF813,6153,1,6153
ALG9,6158,1,6158
CYHR1,6158,1,6158
B3GAT1,6160,1,6160
IPO7,6162,1,6162
SLC30A9,6164,1,6164
AGBL1,12330,2,6165
"NAA15",6174,1,6174
DLG4,6176,1,6176
KPNB1,6182,1,6182
RMND5A,6183,1,6183
TBC1D15,6184,1,6184
TMEM18,6187,1,6187
ZNF514,6189,1,6189
KCNK3,6191,1,6191
CNR1,6200,1,6200
SETDB2,6203,1,6203
ANKRD31,6207,1,6207
DNAJC21,6208,1,6208
MYO3B,6213,1,6213
ACSBG1,6215,1,6215
DHX8,6215,1,6215
PDLIM5,6219,1,6219
AVPR1A,6222,1,6222
SOBP,6225,1,6225
GNAL,6227,1,6227
KCTD12,6231,1,6231
POU6F2,6234,1,6234
RNMT,6236,1,6236
SLC25A46,6236,1,6236
IGFBP5,6239,1,6239
SGMS2,6240,1,6240
ZBED6,12481,2,6240.5
NEUROD2,6242,1,6242
TNKS2,6242,1,6242
BCL7A,6247,1,6247
KIAA1549,12498,2,6249
GNA13,6249,1,6249
CNOT6,6250,1,6250
UVSSA,12504,2,6252
SMIM14,6252,1,6252
USP45,6255,1,6255
GLUD1,6257,1,6257
MUC16,43816,7,6259.428571428572
NCOA7,6264,1,6264
SGCE,6270,1,6270
TMEM127,6271,1,6271
PREPL,6273,1,6273
ZNF442,6274,1,6274
ZFP37,6277,1,6277
ZNF766,6282,1,6282
FRMD4B,6283,1,6283
BACE1,6283,1,6283
RAB11FIP5,6285,1,6285
TTC39A,6287,1,6287
PHEX,6288,1,6288
ABCD2,6290,1,6290
CEP41,6292,1,6292
DPY19L1,6292,1,6292
COPB2,12586,2,6293
USP9X,12591,2,6295.5
SSRP1,6296,1,6296
CDH19,6297,1,6297
ZDHHC3,12594,2,6297
FUNDC2,6297,1,6297
MFAP3L,6301,1,6301
HDX,6305,1,6305
MICAL2,6307,1,6307
P2RY1,6309,1,6309
PPM1K,6309,1,6309
PACRGL,6309,1,6309
PUM2,6309,1,6309
CRIPT,6323,1,6323
IREB2,6324,1,6324
BNIP2,6325,1,6325
ADAMTS17,6329,1,6329
RALGPS1,6330,1,6330
DCUN1D5,12675,2,6337.5
KIAA0930,6338,1,6338
TLR4,12677,2,6338.5
ENOSF1,6340,1,6340
SEC22C,6340,1,6340
GTF2A1,6343,1,6343
GRM6,6345,1,6345
ZDHHC23,6346,1,6346
ZNF845,6348,1,6348
TSPAN3,6348,1,6348
ANKS1A,6350,1,6350
SMARCC1,6354,1,6354
EPHA4,6362,1,6362
ZNF250,6364,1,6364
DIO2,6367,1,6367
MPHOSPH9,6369,1,6369
ACOT11,6369,1,6369
HDLBP,6372,1,6372
KIAA1755,6377,1,6377
PDGFRA,6378,1,6378
MAF,6384,1,6384
EPB41,6388,1,6388
RAB3B,12780,2,6390
KLHDC10,6398,1,6398
RAB11FIP2,6399,1,6399
CDK19,6399,1,6399
SUPT6H,6404,1,6404
BNC2,12808,2,6404
PEAK1,19217,3,6405.666666666667
RSBN1L,6406,1,6406
VSTM4,6414,1,6414
PLCH1,6417,1,6417
BMPR1A,6417,1,6417
FSD2,6418,1,6418
ZNF275,6420,1,6420
CCDC18,6426,1,6426
NEURL1B,6427,1,6427
SYT15,6428,1,6428
TBX18,6430,1,6430
CAPN3,6433,1,6433
MARK3,6433,1,6433
CTDSPL2,6433,1,6433
TUB,6445,1,6445
SERINC5,6448,1,6448
ZNF320,6448,1,6448
STRBP,6451,1,6451
PPM1H,6454,1,6454
CEP120,6456,1,6456
GPRASP1,6458,1,6458
MBNL1,6458,1,6458
UTRN,12918,2,6459
ZNF654,6460,1,6460
DNAJB14,6463,1,6463
SMAD3,6464,1,6464
ZNF791,6465,1,6465
GABRQ,6468,1,6468
STK35,6469,1,6469
SHISA7,6470,1,6470
C2CD2,6473,1,6473
IFT27,6475,1,6475
TPBG,6484,1,6484
AKAP5,6487,1,6487
KLHL42,6490,1,6490
SLC46A1,6492,1,6492
TGFBR1,6492,1,6492
LGI2,6495,1,6495
ZNF681,6497,1,6497
OTUD3,6515,1,6515
KLHL28,6522,1,6522
PHF8,6524,1,6524
TYW5,6525,1,6525
SLC6A6,6526,1,6526
MLYCD,13054,2,6527
UTY,6529,1,6529
GPR37L1,6529,1,6529
COL4A5,6531,1,6531
SYMPK,6537,1,6537
RARS2,6539,1,6539
MSL3,6544,1,6544
MAN2A1,6553,1,6553
CCDC171,6553,1,6553
EPB41L5,6556,1,6556
NSL1,13115,2,6557.5
TLK2,6560,1,6560
ZBTB34,6564,1,6564
AGPAT3,6565,1,6565
FNIP1,6568,1,6568
ELOVL6,6570,1,6570
COPS2,6576,1,6576
"NAP1L1",13159,2,6579.5
SLC25A16,6581,1,6581
GPRC5A,6582,1,6582
B3GALT5,13170,2,6585
B3GAT2,6587,1,6587
FAM126A,13178,2,6589
OR52I2,6591,1,6591
CRTAP,6595,1,6595
TOP3A,6596,1,6596
FHDC1,6597,1,6597
RNF187,6600,1,6600
PGBD4,6604,1,6604
SLC6A4,6604,1,6604
SMC3,6607,1,6607
RBAK,6612,1,6612
STS,6622,1,6622
NOL9,6627,1,6627
USP53,6631,1,6631
MON2,13263,2,6631.5
POTEC,6642,1,6642
METTL14,6642,1,6642
RBM12,6646,1,6646
TFEC,6646,1,6646
PPP2R5E,6655,1,6655
SAG,6659,1,6659
CEP290,13334,2,6667
SENP6,6671,1,6671
TBC1D24,6673,1,6673
SLC35B4,6676,1,6676
PTPN14,13360,2,6680
ILDR2,13360,2,6680
FRK,13363,2,6681.5
YKT6,6688,1,6688
BRI3BP,6703,1,6703
GRIK2,6704,1,6704
IL10RA,6711,1,6711
FUBP1,6714,1,6714
MKKS,6714,1,6714
GSTO2,6715,1,6715
HNRNPA2B1,6718,1,6718
C5AR2,6720,1,6720
DHX36,6723,1,6723
SIN3A,6723,1,6723
DGKI,13469,2,6734.5
PI15,6735,1,6735
OFD1,6735,1,6735
ITCH,6743,1,6743
FBXO32,6744,1,6744
SLMAP,6749,1,6749
SHISA9,6749,1,6749
CBLB,6755,1,6755
FMN1,13511,2,6755.5
CUL3,6756,1,6756
JADE2,6757,1,6757
HS2ST1,6759,1,6759
C6orf89,6763,1,6763
SPECC1L,6763,1,6763
ZNF578,6768,1,6768
EIF4G2,6769,1,6769
PARP9,6769,1,6769
SFXN2,6770,1,6770
SEMA3D,6772,1,6772
SYTL4,6775,1,6775
SYNE3,13557,2,6778.5
ITGA4,6781,1,6781
KCNK12,13564,2,6782
TBL3,6783,1,6783
PUS7L,13567,2,6783.5
SETD7,6808,1,6808
MTHFD1,6814,1,6814
CA5B,6837,1,6837
TXNL1,6840,1,6840
ESR2,6842,1,6842
GOLGA7B,6843,1,6843
CDC42BPB,6844,1,6844
C16orf87,6845,1,6845
BDKRB2,6845,1,6845
DCN,6850,1,6850
SHE,6855,1,6855
SOAT1,6861,1,6861
UBASH3B,6865,1,6865
CHIC1,6869,1,6869
ZNRF3,6872,1,6872
ATAD5,6873,1,6873
CDH11,6874,1,6874
CUX1,13762,2,6881
GNAQ,6882,1,6882
FBXO7,6884,1,6884
DDX10,6887,1,6887
ARNTL2,6902,1,6902
CCNT1,6915,1,6915
ERCC4,6918,1,6918
NT5DC1,6919,1,6919
MOB1B,6930,1,6930
SAMD8,6935,1,6935
HIC2,6940,1,6940
ZNF862,6942,1,6942
PAX6,6944,1,6944
ATXN3,6950,1,6950
ST3GAL1,6951,1,6951
ACP6,6956,1,6956
PDE5A,6959,1,6959
SLC23A2,6962,1,6962
TNFAIP8,6976,1,6976
FXN,6978,1,6978
LRRC7,27923,4,6980.75
PTGER3,6982,1,6982
STEAP2,6984,1,6984
NOVA1,6990,1,6990
VTA1,6991,1,6991
OR2AG1,6993,1,6993
NRDE2,14008,2,7004
ZNF558,7008,1,7008
GPATCH2L,14021,2,7010.5
POM121,7011,1,7011
SMAD5,7013,1,7013
GPRIN3,14037,2,7018.5
ADAM28,7019,1,7019
EME2,7022,1,7022
MAP3K1,7036,1,7036
PIGM,7038,1,7038
FZD5,7039,1,7039
AAK1,21157,3,7052.333333333333
TPM3,7064,1,7064
SRCIN1,7065,1,7065
PKD1,14140,2,7070
